ventas(miles €),CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
TORTILLAS REFRIGERADTORTILLAS REFRIGE.SG,20617.8176,4796.4761,2699.8065,9282.408899999999,3524.32453,22637.3333,19836.0152,4956.5692,2312.3992000000007,6949.3323,3055.74758,1951.7004499999998,1177.19265,4993.3937000000005,933.357585,1846.2318,4524.22295
