ventas(miles €),ESPAÑA,CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
AZUCAR,140822.859,21254.418,4045.7111,3998.1258000000007,14214.723,4339.3242,22327.761,16094.462900000002,5496.039000000001,2825.1021,7162.4382000000005,11813.040600000002,4970.371700000001,1984.7787,7277.3378,1417.3782500000002,2042.3971,9559.438799999998
EDULCORANTES,64242.174,11335.833,1694.82713,1993.19956,8526.939400000001,1982.53684,10397.1256,8792.296,2513.7433,1084.04406,2431.6039,3426.7478999999994,1951.38085,748.2191399999999,2887.4394,220.854749,959.7258200000002,3295.6569000000004
STEVIA,16672.128600000004,3461.1678,428.588522,251.73912400000003,1487.3053599999998,416.675165,3514.1121000000003,2252.3187000000003,982.0337299999998,328.95044,581.3130299999999,758.18008,469.63564700000006,140.79490999999996,542.89705,66.14443299999999,244.06010999999995,746.21156
LEGUMBRES,310888.68308,67416.67719,8989.895510999999,7745.356597999999,28897.253076,9013.018689,45394.81378,40206.421157,11635.931251000002,6074.965964999999,15005.856722,15726.907257,9037.262429,5641.651040000001,20741.151897000003,1918.116259,5438.398926,12004.987219
LEGUMBRES SECAS,173406.345,20968.93,3518.1729800000003,3514.6056,13909.2679,4640.3924,29079.502,25974.7363,7571.0012,4019.6959000000006,10463.981199999998,11069.648,7315.351000000001,3767.737,15721.3026,1138.82686,3436.6207,7296.572499999999
LEGUMBRES COCIDAS,137482.338,46447.747,5471.722500000001,4230.7507,14987.986,4372.6261,16315.317,14231.687,4064.9301,2055.27,4541.8766,4657.259999999999,1721.9115999999997,1873.9141,5019.8494,779.28933,2001.77859,4708.4148000000005
GARBANZOS,129356.004,30506.807,3711.706400000001,3575.6759,12943.115799999998,3733.0384,20249.478000000003,16195.3434,4587.7656,2370.4394,6320.0498,5957.310100000001,3250.3366,1908.061,7017.679000000001,736.09503,1474.95298,4818.134300000001
ALUBIAS,93027.15399999998,18469.992,2686.4789599999995,1604.9386,7824.451999999999,2697.346,12067.802,12565.8347,4039.0682,1842.9449,4687.313,5298.2376,2757.2227,2002.07804,8094.347199999999,566.844767,2212.4710000000005,3609.7829
LENTEJAS,84733.57500000001,17519.0461,2396.97321,2323.3219400000003,7803.0814,2515.56742,12776.7003,11107.28688,2862.6965,1813.553934,3847.85807,4012.76607,2887.0980090000003,1725.636447,5524.297951,597.8762179999999,1485.6438899999998,3534.16713
LENTEJAS SECAS,65312.3,8848.825400000002,1374.99722,1727.94596,5509.962700000001,1740.50675,11332.6629,9345.065100000002,2508.2546,1636.6614800000002,3368.3329,3668.7404,2746.6684000000005,1611.0615299999995,5118.2543000000005,496.233886,1152.5174,3125.6078
LENTEJAS COCIDAS,19421.275000000005,8670.2207,1021.97599,595.37598,2293.1187,775.06067,1444.0374,1762.2217800000003,354.4418999999999,176.892454,479.52517,344.02567000000005,140.429609,114.574917,406.043651,101.642332,333.12649,408.5593300000001
OTRAS LEGUMBRES,3771.95008,920.83209,194.73694100000003,241.420158,326.603876,67.066869,300.83348,337.956177,146.40095100000002,48.027731,150.635852,458.593487,142.60512,5.875553,104.82774600000002,17.300244,265.331056,42.902889
TOTAL ACEITE,1437443.950786,240329.161015,38403.778965,44725.659974,114734.22606800002,31177.648288,249860.44756100004,176175.846705,43891.576007,27319.139358,90972.650843,120423.205895,40943.13693200001,22995.396037,91549.525533,12233.687589,23482.378899,68226.514119
ACEITE 1L,639654.8899999999,105990.703,19986.64,23754.043,53824.702000000005,14780.4379,68897.348,71143.53600000001,14827.3017,8668.5207,47503.22,77837.313,24443.576,14321.4621,56251.887,5144.048499999999,13212.4165,19067.778
ACEITE 5L,556161.2999999999,81217.11,13157.9853,14809.7411,41337.92699999999,12398.796399999996,144525.26999999996,73583.545,21880.986,16282.074,32237.834999999992,21662.412,10837.5066,5675.0434000000005,19632.116,5033.8883,4357.959199999999,37531.103
TOTAL ACEITES DE OLIVA,1183262.38,205217.146,30071.6672,35499.1877,88570.565,24700.106,202244.082,153476.46699999998,33150.376,22207.849400000003,72286.34499999999,97266.874,34291.662000000004,20180.6609,78375.285,10490.2138,20739.1721,54494.738
A.O VIRGEN+V.EXTRA,651357.9100000001,106371.495,15818.3608,12730.8817,48665.493,10259.247,139466.099,92386.43,19168.9272,16078.7775,38483.187,36232.023,16777.1892,12530.058900000002,47257.476,6799.9762,12665.1979,19667.1
A.O VIRGEN,108032.418,20070.86,2793.4843,3124.7500000000005,12294.5683,1393.4657499999998,16136.236000000004,16248.8102,3556.322,2120.18818,5476.1002,4755.169099999999,2744.1145,1835.58112,7949.956300000001,864.6158010000001,2416.48815,4251.7003
A.O VIRGEN EXTRA,543325.52,86300.633,13024.8771,9606.1306,36370.928,8865.782100000002,123329.87399999998,76137.619,15612.6062,13958.5899,33007.088,31476.854,14033.0739,10694.4778,39307.52,5935.360300000001,10248.7089,15415.398799999995
A. OLIVA,531904.4699999999,98845.651,14253.306399999998,22768.306,39905.072,14440.859,62777.98299999999,61090.037,13981.448800000002,6129.071900000001,33803.158,61034.851,17514.472800000003,7650.602000000001,31117.809,3690.2376,8073.9742000000015,34827.638
ACEITE DE GIRASOL,212117.42,28784.713000000007,7393.098299999999,7778.4799,22295.356,5161.9641,37474.81,18951.699,9311.238399999998,4659.6967,16734.288999999997,19355.929,6120.603800000001,2400.6348000000003,11275.3244,1380.84877,2315.0255,10723.7224
ACEITE DE MAIZ,1140.02238,30.197275,34.639377,10.109969,79.15418799999999,0.0,24.898561,38.862746,0.0,0.0,100.632013,355.016418,43.507799,0.0,190.835455,0.0,3.074927,229.093684
ACEITE DE SOJA,24.382006,0.0,0.0,7.032953,0.0,0.0,0.0,12.414459,0.0,0.0,0.0,4.934597,0.0,0.0,0.0,0.0,0.0,0.0
ACEITE DE SEMILLA,30031.799,4614.8648,779.3710799999999,1064.7102,2878.417,1173.13733,7096.7078,2537.39038,912.68961,432.581582,1410.43523,2194.57413,305.41401499999995,265.573689,1241.32439,148.975875,314.75416,2660.8763
ACEITE DE ORUJO,10867.9474,1682.23994,125.003008,366.13925200000006,910.73388,142.44085799999996,3019.9492,1159.01312,517.2719969999999,19.011676,440.9496,1245.87775,181.949318,148.52664800000002,466.756288,213.649144,110.352212,118.083735
MARGARINA,84621.789,11512.6167,1294.70105,1881.7505,6847.0272,1495.85722,24786.886,9060.207,2500.1396,3065.427,3545.7646,4299.9085000000005,2543.068,1109.5515100000002,4516.5513,620.49658,803.32812,4738.5064
M.LIGHT,8637.6869,1575.5679299999997,208.724216,352.13804,729.34605,172.124839,1482.24474,1279.6042,621.50622,176.19044799999998,414.7542399999999,387.00987,265.3648,94.684509,286.798558,26.35381,107.554616,457.71997
M.BAJA EN COLESTEROL,11939.1848,1931.01342,81.952098,318.215161,1261.97375,131.219693,2598.9114,1125.6218600000002,259.29325,805.2155999999999,626.22816,833.49876,342.59721900000005,279.252137,670.1641849999999,105.62825,130.179826,438.21966
M.ENRIQUECIDA,58387.431,7279.6286,837.86235,1465.21239,4848.716,1028.1830799999998,18862.64,6446.689900000001,2044.4885,1798.5720399999996,2337.0738,2720.5905,1585.68596,676.23347,2371.35789,399.1340200000001,391.49633,3293.8649
ACEITUNAS,373649.184,78947.4447,20344.74091,11714.85255,39867.8853,9889.47454,54442.2676,49550.29839999999,12051.34561,7636.72241,17768.871499999997,15959.43948,7063.753189999999,4446.85557,24538.3932,2374.735957,4832.73765,12219.35904
ACEITUNA ENV.C/HUESO,87340.04999999999,19705.873,2580.4532000000004,3884.7633,10457.3778,1462.05118,17309.821000000004,11137.3572,2233.1199,1190.3380000000002,3201.1650000000004,2679.6277,1017.10487,1111.63513,4486.457600000001,654.5023099999999,812.2260000000001,3416.1759
ACEITUNA ENV.S/HUESO,58278.351,8879.5286,1056.9109,1012.5606,4265.1517,1027.00578,9707.2648,10466.9093,2385.4788000000003,1094.3360300000004,3909.5657,3761.4519,1308.31388,1034.14285,3048.9423,403.9824999999999,901.09517,4015.7078
ACEITUNA ENV.RELLENA,132094.004,32279.693,4046.5183,4038.7183,13475.126500000002,4965.7096,14749.058,16266.496,4307.5903,1944.72529,6404.8924,6753.9765,4166.4565,2003.166,9613.5723,921.08376,2075.796,4081.4289
RESTO ACEITUNAS,95936.77899999998,18082.3501,12660.858509999998,2778.81035,11670.2293,2434.70798,12676.1238,11679.535900000004,3125.1566099999995,3407.32309,4253.2484,2764.38338,571.8779400000001,297.91159000000005,7389.421,395.167387,1043.6204799999998,706.04644
TOTAL VINOS,1189391.44,269452.11,30971.253,51303.122,120006.91,28045.97,185310.03000000003,135205.18000000002,28729.768,15050.2268,49587.182,73151.29800000001,33451.705,17262.959,70246.39,7138.351,16263.4685,58215.584
MENOS 75 CL,15759.1306,2922.0537400000003,280.12106600000004,1196.72749,1876.40099,914.487236,2842.1575999999995,1884.56699,307.34189999999995,205.412531,503.21985000000006,604.8743099999999,499.537121,146.60147299999997,966.500426,35.004008,67.571024,506.553634
75 CL,1002379.51,231910.66,27327.427,45910.635,103350.172,23497.097,148952.242,114818.489,20972.284,11393.3203,38724.895,59731.812,27765.816000000003,14319.530199999996,61418.377,5549.007,13646.6552,53091.124
1 LITRO,84040.528,10159.7179,608.03464,2529.8453,8357.9194,2530.1095,18752.27,12595.348999999998,4135.5711,2440.8491,4463.682999999999,5047.0705,1346.57586,2497.8865,4357.6434,795.5412000000001,549.0051500000001,2873.4526000000005
BOTELLA,21657.102,2227.59427,120.970062,1359.0733999999998,4576.6567,1044.9192,3133.1268,1930.16167,459.88780900000006,52.887865000000005,791.9098399999999,1861.84614,282.85052900000005,121.588798,2035.6706,165.017883,66.58368999999999,1426.35578
CARTON,55374.772,6962.843299999999,460.86041,1124.92832,3495.7685,1447.03053,14402.487,7796.1793,3645.1975,1956.44,3500.9588000000003,2697.9439,1016.3700200000002,2368.1862,2236.8211,630.5232599999999,266.06732600000004,1366.1659699999996
OTROS 1 LITRO,7008.6549,969.279733,26.20415,45.84359,285.49418,38.1599,1216.65941,2869.0093100000004,30.48579,431.52114,170.81417,487.28029,47.355410000000006,8.111636,85.15174,0.0,216.3541,80.93087
MAYOR 1 LITRO,87212.315,24459.689,2755.6705,1665.91484,6422.4181,1104.276692,14763.3522,5906.7789,3314.5703000000003,1010.64462,5895.3845,7767.5412,3839.7726,298.941191,3503.8687,758.79909,2000.23734,1744.4546799999998
BOTELLA,22488.875000000004,2065.63977,358.95286500000003,590.0343399999999,764.761203,510.98410000000007,4479.6541,1124.996994,2052.89061,453.511451,2521.87567,2351.70666,965.49175,97.106232,1929.78847,670.01383,1022.04762,529.420126
CARTON,2963.3991,0.0,0.0,0.0,0.0,0.0,2474.6643,0.0,0.0,0.0,0.0,488.73485,0.0,0.0,0.0,0.0,0.0,0.0
BAG IN BOX,9803.9579,640.529,42.097080000000005,42.270852,91.942224,6.112031,2759.5015500000004,701.39567,260.981656,0.0,450.614957,1518.923936,2519.47407,0.0,199.54332,0.0,550.98755,19.584139
OTS.MAYOR LITRO,51956.085,21753.520000000004,2354.6205,1033.60964,5565.7148,587.180437,5049.53344,4080.38641,1000.69814,557.1331349999999,2922.8939,3408.17492,354.806689,201.83496,1374.53671,88.78531000000001,427.202468,1195.45033
T.VINOS CON DOP+IGP,972941.06,222569.51,25200.713199999995,43997.06,99733.915,22380.066000000003,151098.024,112196.729,20004.4983,10648.23,38896.447,54706.344,25055.057,13345.568899999998,61031.07000000001,5856.088199999998,14437.4912,51784.296
VINOS CON DOP,907861.58,213087.06,24703.1866,42185.88999999999,91790.903,20790.606,138522.595,104024.51799999998,17657.1564,8591.9503,35300.215000000004,50903.464,22978.572,12852.4096,58721.872,5431.708500000001,12956.413500000002,47363.061
VINOS TRANQUILOS,710452.3559999999,147758.26979999998,19934.02091,33895.03652000001,75284.82535,16925.80735,97554.87732,88038.59343,15138.05758,6081.0431960000005,28885.39723,45430.63042,18652.430771,10298.947445,49231.48375,4214.35688,10953.115097999998,42175.482537
TRANQUILO NACIONAL,698620.77,143926.169,19631.4747,33499.212,74270.848,16565.7394,95848.252,86920.658,14961.8667,5982.3858,28576.284,44932.961,18486.4296,10168.277300000002,48633.256,3535.8996,10931.8148,41749.221
TRANQUILO EXTRANJE,11845.7245,3832.095100000001,310.592005,395.826365,1013.97602,360.066519,1706.61612,1117.93179,176.19138099999998,98.656948,315.184894,497.667367,166.002682,130.669561,598.22676,678.45749,21.301224,426.261686
TRANQUILO TINTO,497195.93000000005,94830.002,13696.491,20582.554300000003,53487.528000000006,12549.5744,80609.559,59182.105,10942.708,4527.9243,20001.17,27688.070000000003,14467.853800000004,7992.1274,37852.026,2389.987,4990.967120000001,31405.294
TRANQUILO BLANCO,188509.9,46006.238,4891.1823,11840.617800000002,19690.675,3294.7172000000005,14105.3911,26794.52700000001,3634.7636,1436.88464,7816.0624,16895.6855,3945.2698,2166.05677,9196.0732,1158.49602,5220.0857000000005,10417.182
TRANQUILO ROSADO,24746.526,6922.0298,1346.34761,1471.86442,2106.62235,1081.51575,2839.92722,2061.9614300000003,560.58598,116.234256,1068.1648300000002,846.87492,239.307171,140.76327500000002,2183.38455,665.8738599999999,742.0622779999999,353.0065369999999
ESPUM(INC CAVA)+GAS,143016.962,57447.96,3779.23283,7207.2304,12128.8594,2488.67027,19268.3248,11576.8509,1750.7196199999998,1987.48125,5145.292099999999,3543.04392,2907.27939,1016.225396,7483.977999999999,702.753524,1779.8131500000002,2803.2677000000003
ESPUMOSOS(INC CAVA,142691.468,57348.48100000001,3776.26363,7188.459700000001,12091.0051,2488.67027,19214.9455,11565.1488,1750.7196199999998,1987.48125,5119.8487,3539.56675,2900.92559,1016.225396,7427.8794,702.753524,1779.8131500000002,2793.2768
GASIFICADOS,325.516975,99.478567,2.9691840000000003,18.770679,37.854141,0.0,53.378731,11.702092,0.0,0.0,25.443088000000003,3.477173,6.353878,0.0,56.098562,0.0,0.0,9.990896
VINOS DE AGUJA,6115.744000000001,1427.56264,322.550693,203.78824800000004,781.88991,72.740418,901.1245800000002,465.707914,120.966612,57.974713,52.87686599999999,203.314434,508.248124,28.53282,579.558946,21.577727000000003,104.719277,262.60987900000003
VINOS LICOROSOS,48262.376,6453.2714000000005,659.33772,879.8319970000001,3595.3261,1303.38709,20798.283000000003,3943.3671,647.4143399999999,465.451113,1210.5772,1726.4780869999995,910.610983,1508.704257,1426.84627,493.0199170000001,118.764799,2121.7018900000003
OTROS VINOS CON DOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VINOS CON I.G.P.,65079.536,9482.4388,497.52737500000006,1811.16954,7943.0167,1589.4604800000002,12575.4278,8172.216,2347.34172,2056.2802599999995,3596.2316,3802.8768,2076.48459,493.158553,2309.20476,424.379722,1481.079643,4421.236199999999
T.VINOS SIN DOP/IGP,216450.36,46882.614,5770.5387,7306.0634,20272.994,5665.9026,34211.989,23008.445,8725.2669,4401.9965,10690.7344,18444.9596,8396.647599999998,3917.3902,9215.3139,1282.26339,1825.9760300000005,6431.2871
VINO SIN DOP/IGP,207079.0804,42803.89616699999,5338.908286999999,6500.31498,19121.34957,5309.454902000001,33463.14459,22212.690030000005,8524.047505,4296.305999,10491.315273,18351.389657,8268.72111,3867.33763,9070.017429,1282.263391,1787.725317,6390.189565000001
NACIONAL,179594.46000000002,32173.382,4376.1074,6108.759599999999,17328.529,5001.8521,29634.533,18297.293,8199.2263,3697.0388,9933.006400000002,15316.84,8216.3339,3632.2153,8605.804900000001,1184.74566,1694.60757,6194.174800000001
EXTRANJERO,6673.681699999999,1026.182867,307.284947,169.36757000000003,985.49654,161.345752,1847.50159,774.7497599999999,191.723854,66.834199,307.21625300000005,350.909437,23.3209,81.68497,169.741189,8.732421,32.601827,168.987245
OTROS VINOS,20810.9387,9604.3313,655.51594,222.18781,807.32403,146.25705,1981.11,3140.64727,133.097351,532.433,251.09262,2683.64022,29.06631,153.43735999999998,294.47134,88.78531000000001,60.51592,27.02752
TINTO,105668.478,22680.433,3485.1858,2760.1441000000004,11660.8037,2755.5355999999992,14795.1076,9307.7593,4085.3564,1972.35308,6029.384499999999,10352.4242,5350.0739,893.1051,4669.8919000000005,558.1812500000001,1165.51314,3147.226900000001
BLANCO,82591.689,13828.1181,1230.93166,2934.67706,6462.9633,2246.5038000000004,16544.7713,10016.8553,3686.8525,1856.3398,3668.3925,7446.0365,2401.5651,2465.4105,3399.5042,722.94447,577.02223,3102.798
ROSADO,18818.902,6295.343499999999,622.790956,805.49401,997.58223,307.415445,2123.2638999999995,2888.0756,751.838156,467.613086,793.53821,552.930105,517.08197,508.821949,1000.62112,1.137686,45.190009,140.16486
OT.VINOS SIN DOP/IG,9371.3111,4078.7188,431.630458,805.7480999999999,1151.64512,356.447653,748.845961,795.7542099999998,201.219548,105.690448,199.418876,93.567852,127.926562,50.052512,145.29666500000002,0.0,38.250611,41.09765
BEBIDAS DERIVADAS VI,143017.44100000002,27433.475999999995,4389.193800000001,2680.59685,13378.808099999998,5374.954299999999,19541.588600000003,23897.862000000005,4092.9833,2062.23314,6359.4785,13375.9234,6377.563599999999,1845.17914,7986.4396,1168.14752,923.94206,2129.0719700000004
VERMOUT,96044.121,22116.105,3237.119,1763.7816400000002,8031.907699999999,2954.00699,6621.158300000001,14016.100399999998,1564.4133,711.72973,4806.9926000000005,12087.1321,5612.725800000001,1611.34768,7213.8926,1164.67742,831.7642529999999,1699.26406
CERVEZAS,1404230.6700000002,228717.889,34947.4231,40559.8074,154124.09300000002,47143.9898,281205.155,211806.984,59598.4456,30974.6363,61158.56159999999,71944.20769999998,23161.9239,12769.4145,67711.0912,8251.54449,19755.49851,50400.05270000001
CERVEZA CON ALCOHOL,1182980.9,196298.19999999995,31677.889,35569.865,133392.236,39277.688,236416.15,170702.62999999998,50934.345,25304.08,50277.771,59064.85799999999,19238.532,10184.214500000002,56215.40999999999,7107.279399999999,17687.824,43631.96799999999
CERVEZA SIN ALCOHOL,221249.77,32419.689,3269.5341,4989.9424,20731.857,7866.301800000001,44789.005,41104.354,8664.1006,5670.556299999998,10880.7906,12879.3497,3923.3919,2585.2000000000007,11495.6812,1144.26509,2067.6745100000003,6768.0847
CERVEZA ARTESANALES,2247.8698,709.34897,20.237064,44.336461,199.668449,59.742053000000006,321.241806,337.08543799999995,28.15451,117.148167,134.816232,8.489099,37.17295,99.427347,22.270549,0.0,67.846512,40.884298
SIDRAS,52282.463,4259.6551,1619.38058,900.4652600000002,6999.4306,1530.50719,8165.8166,8272.0211,1721.75591,626.902375,2766.6419,4283.1558,3512.7596000000003,557.652499,2634.18379,374.941179,897.53121,3159.6580000000004
T.BEBIDAS ESPIRITUOSA,434129.49,85856.957,14875.381,14099.356500000002,46182.676,9365.899,88290.31000000001,47836.844,16271.0553,9343.8631,23586.968,21158.491,9700.4231,6123.095500000001,19583.614,2793.717,2931.3685799999994,16129.4878
BRANDY,40935.969,13334.388899999998,1679.37836,1736.40635,4619.2597,951.0641,3243.6374,2638.77828,1143.421653,70.176293,2693.9010000000003,1746.5870900000002,1114.07139,827.2477599999999,3093.18613,801.3782300000001,380.17592,862.90814
WHISKY,101035.056,21242.469,2889.506,5238.7373,10297.9421,1299.9539200000002,21808.319,12496.7426,3755.2732,2177.42961,5037.8114000000005,3932.4108,1443.43866,1048.27534,4109.2087,281.0878,580.84373,3395.61004
GINEBRA,84255.356,14752.1901,3829.4510999999993,2335.3251,8255.4416,1892.5844,18950.772000000004,9751.1712,3430.82943,2458.5057,4291.761,4099.597600000001,3286.5237,1142.82352,2561.35316,106.773029,618.5666,2491.685660000001
RON,56162.552,8504.5775,1349.2690699999998,1135.19907,4686.8337,604.53107,15981.525899999997,5748.1234,1916.12227,1551.65513,4059.54771,2840.834,560.64526,1085.30756,2299.26775,48.136484,117.14751,3673.82629
ANIS,25146.6359,3944.889310000001,472.687698,844.4348,2471.3814,912.76049,7117.838400000001,2088.52757,996.5425,633.034769,542.0396159999999,1634.51832,1354.41076,120.132326,683.7647,576.58868,308.12948299999994,444.95415
OTR.BEB.ESPIRITUOSAS,126593.94000000002,24078.436,4655.0879,2809.2536,15851.818899999998,3705.0049,21188.2159,15113.5013,5028.867200000001,2453.06126,6961.907300000001,6904.5432,1941.3334,1899.30949,6836.8333,979.75277,926.50516,5260.502399999999
VINAGRE,61137.728,11715.4978,2384.51,1296.20888,5474.9789,1614.6203199999998,9136.28,7253.9399,1942.4157,917.65195,3753.8029000000006,4401.8039,1853.23864,1060.43238,4896.046700000001,464.76981,1032.75021,1938.7771
VINAGRE DE VINO,21153.161,3402.6601000000005,648.21698,606.0432800000001,2133.0455,686.6446699999999,3916.1861,2370.8647,860.85659,460.27355,1342.07128,1461.99472,491.2490800000001,287.8377,1307.1225300000003,163.589579,377.50712,636.99912
VINAGRE BALSAMICO,27139.057,6484.291700000001,1223.58588,458.6591,2287.9808,617.19328,2788.7169000000004,3403.7931,799.83561,272.222612,1614.0473,1981.67506,853.58533,647.71345,2293.30911,219.80322400000003,469.632831,723.0083500000002
OTROS VINAGRES,12845.5093,1828.54647,512.70709,231.506364,1053.95249,310.78231,2431.3764,1479.2818899999995,281.723449,185.15574,797.6845099999999,958.13387,508.4042500000001,124.88134400000004,1295.61497,81.37699499999998,185.610214,578.7695600000001
TOTAL ZUMO Y NECTAR,382803.7369,69370.19136,9739.595381,9546.664484,42973.327053,9560.617726,68595.9159,51928.36104,14101.807699,6726.674532,17654.411763999997,23879.259677,7404.619947,3935.52898,16911.125845000002,2376.6948180000004,3678.380553,24420.572369
ZUMO FRUTA REFRI/EXP,114381.201,20134.397,2622.9606,2441.6655,10361.4073,1988.34016,18168.609,23693.364999999994,3340.405,1782.7381999999998,6566.282800000001,4975.928099999999,1853.0037,1568.9098000000004,6495.3032,1069.16322,1527.0653399999997,5791.6637
ZUMO CONCENTRADO,58615.8685,10230.270729999998,1493.9070359999996,1506.520754,5874.829211,1717.85225,12510.62665,6320.5787,2210.168485,1755.9804769999998,2448.8744500000003,2329.574822,1136.938735,862.1117699999999,2607.94461,468.474857,667.117527,4474.096608000001
Z.C.NARANJA Y MEZCL,6885.029200000002,1709.0283000000002,180.339079,49.185204,395.935911,79.46423,1012.26095,1141.01362,679.3937049999998,62.375527,330.02832,421.716102,52.313102,56.619524,579.26749,22.048651,9.0215,105.018318
Z.C.MELOCOTON Y MEZ,14962.754,2618.8522000000003,378.01238,383.53774,940.36023,358.3289,4069.5563,1360.47802,409.48176000000007,682.0322,550.7947,688.8862799999999,259.308989,74.447031,438.79507,28.315235,183.490276,1538.0768099999998
Z.C.PIÑA Y MEZCLAS,12339.8763,1638.01913,165.92915699999998,562.0234800000001,2339.7245500000004,593.0302899999999,2313.8745,1573.1174600000002,505.58668000000006,363.65026,523.7360100000001,374.86363000000006,286.605704,163.51358499999998,450.28876,44.04826100000001,139.18580099999997,302.67848
Z.C. OTROS,24428.209,4264.3711,769.6264199999999,511.77433,2198.8085200000005,687.02883,5114.934899999999,2245.9696,615.70634,647.9224899999999,1044.31542,844.10881,538.7109399999999,567.53163,1139.59329,374.0627099999999,335.41995,2528.3230000000003
NECTARES,142612.90699999998,25886.571,4143.8322,3142.1156,12905.050999999998,3716.4135,26829.54,15406.4012,5274.3265,2590.9326,6465.9794,11032.5978,3906.8074,1124.52982,5958.2874,699.0163650000001,1158.92238,12371.5869
NEC.LIGHT O S.AZUC.,90210.20500000002,13152.3819,2690.5083,1858.31283,8077.2063,2834.353,18943.4,9565.5876,3448.659800000001,1929.19578,4388.6327,6711.295999999999,2848.5283000000004,693.66586,4234.6202,348.14393699999994,830.9369999999999,7654.774499999999
ZUMOS DE HORTALIZAS,3112.2644000000005,1214.4281299999998,148.722255,51.37368999999999,327.432342,48.59964600000001,554.31525,411.50794,54.117514,40.36379800000001,79.893174,23.141955,45.096782000000005,0.0,76.02472499999999,0.0,8.375386,28.871571
ZUMO Y NECTAR RESTO,64081.496,11904.5245,1330.1732899999995,2404.98894,13504.6072,2089.41217,10532.825,6096.5082,3222.7901999999995,556.6594570000001,2093.38194,5518.017,462.77333,379.97759,1773.5659099999998,140.04037599999998,316.89992000000007,1754.35359
HORCHATAS,46672.999,10670.487099999998,1096.2619069999998,2262.69558,12296.3615,1817.405475,7081.8491,4643.83882,2675.21548,458.538135,1171.471086,464.9330000000001,173.39695100000003,94.055893,776.1326969999999,35.614853999999994,205.939103,748.8002560000001
ZUMOS ENRIQUECIDOS,100623.371998,15624.151681,2936.873493,2508.1353040000004,11388.755528999998,2340.104956,20833.043851,13143.901674999996,4831.004344,2101.711996,5414.95833,6171.469909,1677.019046,1065.861057,4186.546611,342.19961299999994,532.751702,5524.883275
Z.E.CON CALCIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Z.E.CON VITAMINAS,96578.258,13960.537,2839.591,2454.2115,10885.723299999998,2307.3946,20475.382,12809.964999999998,4771.634099999999,2071.3053,5326.1586,5899.6757,1645.3006,1043.01633,3907.599,320.85346,493.37358000000006,5366.5374
Z.E.CON CAL.Y VIT.,25.358098,7.030321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.327777
Z.E.CON OTROS,4019.755900000001,1656.58436,97.282493,53.923804,503.0322290000001,32.710356,357.661851,333.93667500000004,59.370244,30.406696000000004,88.79973,271.794209,31.718446,22.844727,278.947611,21.346153,39.378122000000005,140.018098
TOTAL PATATAS,1312740.5860000004,226664.1521,34934.03469,35911.46514,138699.1167,40882.86974,234239.9286,167720.41400000002,49842.71889999999,28343.4347,57615.41909,86680.6875,32430.61225,14686.734959999998,64076.28434999999,6037.176866,17897.507719999998,76078.09469999999
PATATAS FRESCAS,844245.45,139655.62,24793.158,22775.453,84770.14700000001,25812.865,140955.3,102674.61000000002,28992.728000000003,17184.142,40347.908,64916.78399999999,22531.477000000003,9827.979,43890.882000000005,3905.3397999999993,12813.673300000002,58397.416
PATATAS CONGELADAS,62184.616,9754.5361,1175.9363899999998,1187.87204,7619.338700000001,1874.81024,13615.5276,8290.356,3228.8589,1787.7457999999997,1753.2710899999995,3018.6665000000003,1284.43985,874.1373600000002,1719.9553499999995,186.840166,476.8968200000001,4335.4224
PATATAS PROCESADAS,406310.52,77253.996,8964.9403,11948.140099999997,46309.631,13195.1945,79669.10100000001,56755.448,17621.132,9371.5469,15514.239999999998,18745.237,8614.6954,3984.6186000000007,18465.447,1944.9969,4606.9376,13345.2563
PATATAS FRITAS,388153.01,73891.24299999999,8676.2293,11397.285499999998,44256.581,12898.567600000002,76440.342,53544.006,17108.318999999996,9169.412,14721.784,17706.552,8108.0457000000015,3711.091199999999,17493.948,1896.7499000000005,4389.670099999999,12743.2028
T.HORTALIZAS FRESCAS,5200681.609,1018546.0485,192304.97867000004,149988.99987,569918.6637,169070.11926,795770.1448,661574.9318,189401.81913,109955.55877,249228.9928,289151.5728,98465.11414,54324.675845,305625.20076,29340.522920000003,86203.22393,231811.20777
TOMATES,1090381.8199999998,219711.23,35502.36600000001,29116.144,109955.571,36457.159,179475.65,144682.88,47403.362,24421.313,53825.55799999999,58069.397,20585.862,11277.1981,62632.169,4306.3828,14822.9377,38136.722
CEBOLLAS,420557.83,80710.468,13228.3905,12803.3794,45634.365000000005,12298.5665,66062.592,49278.302,13506.726000000002,9149.4363,20510.137,24935.974,11630.1134,4500.0488,26201.401,2405.6425,6247.366099999999,21454.927
