CLASE SOCIAL ALTA Y MEDIA ALTA,CLASE SOCIAL MEDIA,CLASE SOCIAL MEDIA BAJA,CLASE SOCIAL BAJA
9053.0608,14594.389000000003,11848.203399999999,8075.972500000002
