ventas(miles €),ESPAÑA,CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
B.YOGURT CON ADITIV,286.758796,157.007543,0.0,1.0550419999999998,3.346182,0.0,51.15113399999999,17.867725999999998,0.0,0.0,7.968513999999999,18.930813,0.0,0.0,16.242413,0.0,0.0,13.189454000000001
BATIDO YOG.SIN LACTS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECHES FERMENTADAS,1459062.0,258968.28999999998,37249.0,36459.227000000006,120828.97099999999,37094.853,241707.16999999998,193047.89,47317.199,34387.17700000001,70835.00299999998,105123.971,50739.395,25106.89,92196.06199999999,11496.2356,20242.534,76262.24399999998
YOGURT,836582.0419999999,145501.0373,22287.058299999997,20235.38654,67755.7567,22166.831180000005,144606.97529999996,101286.3712,30091.485810000002,19607.57895,40328.24312,60856.51264,26139.837649999998,14482.584754,51355.418490000004,5900.194457,12224.18685,51756.60052000001
Y.CON ADITIVOS,315164.98,48853.047,8824.4021,6951.409100000001,24560.934000000005,7589.682900000002,58686.14100000001,39793.637,10635.7368,8367.9573,14987.699,21208.129,11446.9827,5422.9405,19895.393999999997,1700.3526,4575.932900000001,21664.611999999997
Y.SIN ADITIVOS,521417.07999999996,96647.992,13462.6559,13283.9763,43194.823,14577.147,85920.83399999999,61492.736999999994,19455.750000000004,11239.6227,25340.543999999998,39648.38100000001,14692.856000000002,9059.6447,31460.028000000006,4199.8418,7648.2536,30091.988999999998
YOGURT NATURAL,118213.499,28649.138000000003,2797.4546000000005,2293.6458999999995,8953.7398,2151.0047,17979.174,12482.808500000001,2992.0669,2248.2113,6208.781599999999,10579.474999999999,4081.4621000000006,2247.2891,6186.925300000001,1175.73573,1811.0033,5375.584699999999
YOGURT SABORES,132392.59900000002,15944.930999999999,3214.1523,2825.7366,9910.115500000002,3522.7783,28325.968999999994,15349.100999999999,6591.4614,3942.6194000000005,6728.0876,10050.135199999999,3027.5487,2971.263,5557.426100000001,978.65562,2066.54526,11386.0613
YOGURT FRUTAS,47230.882999999994,7654.8784,1256.47167,1790.03113,3188.7641999999996,645.40252,6718.275699999999,5130.718800000001,1183.1750299999999,1403.07485,2205.8046,5099.724099999999,2275.39151,584.62051,3955.9248000000002,338.68390999999997,695.79075,3104.1497999999997
YOGURT DESNATADO,237101.28999999998,38625.986999999994,6786.693500000001,5626.175700000001,20975.391,8563.2977,40209.699,28089.676000000003,8210.1232,6172.893299999999,11087.027199999999,17995.529000000002,8376.9141,2967.9985,15314.725799999998,1141.87828,2892.1602000000003,14065.1283
YOGURT ENRIQUECIDO,26276.441,6217.3509,946.2406299999999,576.2966100000001,3385.6122,783.77566,3758.5166000000004,3106.9399,845.5683799999999,367.7959000000001,891.3083200000001,1417.5253400000001,438.67704000000003,582.752244,1477.0344899999998,193.223717,471.88334,815.9384200000001
OTROS,275367.32999999996,48408.752,7286.045600000001,7123.500600000001,21342.134,6500.572299999999,47615.341,37127.12699999999,10269.090900000001,5472.984200000002,13207.233800000002,15714.124,7939.8442,5128.6614,18863.381999999998,2072.0172,4286.804000000001,17009.738
YOGURT SIN LACTOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LECHE FERMENTADA CON BIFIDOBACTERIAS,318602.99,57909.954999999994,6833.127100000001,7897.6677,28044.459,8672.4099,49954.307,46811.793,8768.970000000001,6296.3779,16162.846000000001,24765.275999999998,11253.1903,4647.283699999999,20776.055999999997,3321.6595999999995,3961.2343999999994,12526.3976
O.LECHES FERMENTADS,303877.07,55557.293999999994,8128.813499999999,8326.1697,25028.764000000003,6255.6118,47145.901999999995,44949.738999999994,8456.7417,8483.219599999999,14343.914,19502.189,13346.365299999998,5977.021100000001,20064.585000000003,2274.38235,4057.1132000000002,11979.245200000001
LECHE FERM. SIN LACT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANTEQUILLA,118208.51199999999,20168.238400000002,1878.5805300000002,3708.4393269999996,8818.433690000002,3236.5133700000006,25608.215,15000.165400000002,3481.5896999999995,2340.95918,4869.70664,6447.53994,3995.7244,1456.962647,6887.818200000001,574.4042390000001,1305.688779,8429.53366
MANTEQ.ENV.LIGHT,16890.655,2872.8943999999997,291.63752,369.798127,1472.7290899999998,311.82157,3570.571,3033.1636999999996,895.8685,353.18978000000004,453.1962400000001,853.0074400000001,557.9013,236.369437,812.9604999999999,37.018429000000005,109.050139,659.4771599999998
MANTEQ.ENV.NORMAL,101317.857,17295.344,1586.9430099999997,3338.6411999999996,7345.7046,2924.6918,22037.644000000004,11967.001699999999,2585.7212,1987.7694000000001,4416.5104,5594.5325,3437.8231,1220.59321,6074.8577000000005,537.38581,1196.63864,7770.056500000001
QUESO,2693874.5030000005,482714.0646000001,69000.239,79662.52713,320035.21869999997,87986.50345,441589.9139,347293.61779999995,93118.82573,57059.683214000004,122616.63668000001,159335.68855,74169.52123,29312.583756000004,109747.49786,14858.520276,31502.455061,173871.05227000001
QUESO FRESCO,521679.8899999999,83977.93000000001,15294.913999999999,11137.857,63766.714,16427.265,82331.447,68799.66500000001,16265.570099999997,14928.836899999998,24656.501000000004,25417.299000000003,20165.985999999997,6748.616999999999,25794.677000000003,3981.7262,5379.4552,36605.443
Q.FRESCO LIGHT,116905.989,19691.439000000002,3334.5827,2971.1306999999997,12130.8824,3394.3161,19787.722999999998,16027.862999999998,4136.3228,2603.3696999999997,6016.185299999999,7607.834400000001,5875.744500000001,2319.8275000000003,5147.452200000001,702.3316,1044.4999,4114.490900000001
Q.FRESCO SIN SAL,3140.9967999999994,1201.8225100000002,262.221987,57.721839,199.12220999999997,8.721771,472.20435000000003,246.72761200000002,18.517824,57.877354999999994,121.01369200000002,61.314965,237.356675,12.196129999999998,0.0,6.383698,11.926926,165.86722200000003
Q.FRESCO BAJO SAL,30382.432,4551.9093,2367.6435,678.8872500000001,3760.3207,1361.1844999999998,2291.2646999999997,4827.0876,755.3616600000001,608.4003299999999,1860.38516,900.17834,3126.5809000000004,151.980708,1325.53995,414.594076,104.507838,1296.60295
Q.FRESCO CALCIO/VI,3668.3614,404.13158,91.586176,113.10797199999999,467.23917000000006,136.64365800000002,503.01839,263.243457,200.660653,74.383912,175.330851,468.32801,187.774274,59.47503,406.18094900000006,13.145652,24.054184,80.057638
QUESO FUNDIDO,232988.34999999998,34573.299999999996,6279.551,3340.2167999999997,18361.183,7828.028899999999,38397.316999999995,29867.667999999998,8885.158,6097.5443,13599.220599999999,22718.111,9796.164700000001,3410.1079,10715.194699999998,1697.0765000000001,3934.5332,13487.9905
QUESO TIERNO,178376.8,32396.204,3359.9945000000002,5426.783100000001,23419.662999999997,5513.891900000001,25897.846999999998,20096.234,9064.850299999998,2399.7296,5681.7702,14136.7089,3494.9295,1485.5878,6823.524400000001,339.30255,2555.0488400000004,16284.716999999999
QUESO SEMICURADO,729893.4099999999,128594.27299999997,17985.376,30498.674,98034.52100000001,26234.757,114800.302,96592.61,23767.31,11111.131099999999,35184.649,41241.498999999996,15183.502200000003,6451.1001000000015,25629.515,4373.7300000000005,9203.8201,45006.67599999999
QUESO CURADO,188939.69,25811.267,5975.971800000001,5676.2312999999995,22825.779,5136.9598,42819.04999999999,29936.944,8926.2953,5550.8619,7746.581399999999,7445.925700000001,4852.040400000001,1977.89826,7715.1392000000005,1028.49618,1639.1981800000003,3875.0538
QUESO OVEJA,206412.73,40044.698,5071.893899999999,3911.9428,22588.311999999994,3740.6063999999997,44558.326,27641.300000000003,8177.362700000001,6602.172500000001,12564.182299999999,5951.2029999999995,4714.595,2000.8396000000002,11112.198699999999,915.5874299999999,3645.3309999999997,3172.1868
QUESO DE CABRA,153356.2,37346.445,4150.7963,5466.9800000000005,17648.32,4060.6847000000002,21544.042,19381.286000000004,4485.618700000001,3749.6111,6034.6178,4440.1898,2874.4592999999995,1255.67578,4347.0447,625.11538,763.3179100000001,15181.9785
QUESO DE BOLA,65044.39400000001,11553.0914,1173.45886,1075.06841,8801.7455,4385.701899999999,7942.3236,6007.853800000001,1571.04722,586.9335100000001,3082.5409999999997,6335.3864,1783.9402799999996,656.29779,2011.78332,211.637557,671.1342099999999,7194.4463
Q.EMMENTAL+GRUYERE,32371.693,8464.3714,962.4914800000001,1237.49305,4175.5526,1492.30377,5118.7044,3968.1938999999998,743.54797,397.898124,615.0096000000001,1325.3220700000002,609.31225,417.129536,1445.05258,150.091354,383.521401,865.69499
QUESO TIPO AZUL,38486.456,7814.9468,778.69066,1649.99817,3545.7195999999994,1371.23868,5953.411900000002,4828.7711,879.3423399999999,688.5362800000001,1648.94398,1242.05268,4459.4742,613.52239,1414.6912599999998,363.0829949999999,371.15491999999995,862.8763800000002
OTROS TIPOS QUESO,346324.89,72137.538,7967.1005,10241.282500000001,36867.709,11795.065400000001,52227.143,40173.092,10352.7231,4946.427900000001,11802.6198,29081.990999999998,6235.1174,4295.8076,12738.676999999996,1172.6741300000003,2955.9401000000003,31333.989
QUESO SIN LACTOSA,33549.328,6084.025099999998,826.4637299999999,499.15188199999994,3074.8239999999996,730.6897299999998,6070.7600999999995,5829.9428,2221.234,910.0539400000001,1110.43415,2205.0313000000006,1395.76931,56.52007,672.15677,213.224121,352.13573699999995,1296.9102499999997
HELADOS Y TARTAS,618054.668,116953.45899999999,18268.7405,16924.2934,69499.2702,17661.93579,111670.12569999998,86619.0482,26553.335499999994,13176.36093,26352.1312,32243.669400000002,11046.26845,6366.880709999999,23217.1201,3577.01066,9785.4535,28139.603900000002
HELADOS,497408.93799999997,94027.67500000002,14466.1625,14140.6275,56156.8059,14710.30359,90704.9037,69855.21199999998,21481.538399999998,10795.06819,20090.1373,26801.242199999997,8446.6809,4553.150809999999,18021.593699999998,2857.50875,7641.8081999999995,22658.552900000002
TARTAS,120645.73,22925.784,3802.5780000000004,2783.6659,13342.464300000001,2951.6322,20965.221999999998,16763.8362,5071.7971,2381.2927400000003,6261.9938999999995,5442.427200000001,2599.58755,1813.7299,5195.5264,719.50191,2143.6453,5481.051
NATA,135173.461,24217.245,3264.1409000000003,5544.6882000000005,14077.9736,3984.1715999999997,23655.087999999992,17302.3038,5220.553,3320.5624,7092.1145,8762.6976,3285.1531,1875.0088799999999,5737.604,619.24398,1543.0372200000002,5671.8739
NATILLAS,87076.883,13793.374300000001,2135.87968,1873.71865,8243.905400000001,3636.8967999999995,17731.498,9213.940900000001,3737.7134999999994,2425.4130999999998,3562.6841,4902.5005,2411.6678,1013.74504,5820.1975,327.497719,959.2819099999999,5286.965099999999
FLANES PREPARADOS,116746.18400000002,26799.087,3228.8324,2961.9494999999997,13806.860000000004,2445.2168,20211.811999999998,13451.246500000001,4242.592900000001,2659.7304000000004,5078.348700000001,7134.290300000001,2525.0299,1279.83369,5187.4846,745.0085899999998,1275.2242300000003,3713.6305
CUAJADAS,24739.564,4254.327399999999,1085.3348099999998,178.608245,2439.4462999999996,365.5682899999999,2476.937,4485.3112,663.1698,239.707797,2012.3555,761.3028099999999,218.865318,253.064912,3569.0226000000002,713.02306,684.5017100000001,339.01431800000006
CREMA DE CHOCOLATE,38362.061,5835.865900000001,1130.01173,568.7819200000001,3277.2856,1072.03397,7365.283799999999,3942.8622,1622.8102000000001,1405.19909,2155.55373,3156.7844,930.5254199999998,500.54888,2021.6152999999997,381.50085,681.7283699999999,2313.6682
CREMA CATALANA,6176.055899999999,1342.1749900000002,157.82504699999998,102.63198899999998,528.52425,81.380468,1793.5584499999998,663.98551,289.91303000000005,68.562263,221.11642,136.56929599999998,110.827668,43.045103,298.3577,14.677416,54.241262,268.66490200000004
POSTRES CON NATA,37005.62899999999,6062.3202,847.47594,381.33706,2416.598,1659.9834700000001,6239.873300000001,4159.2958,1901.4488799999997,938.83401,2203.3609,3261.3014999999996,1151.9793300000001,947.8484899999999,2319.4526,274.86833,544.5465399999999,1695.1037700000002
OT.DERIVADOS LACTEOS,199240.97,33931.117999999995,5517.060200000001,5365.396299999999,19943.483,5718.385,37713.270000000004,24538.958999999995,6575.201099999999,4570.141,8992.371500000001,12991.147099999998,5845.774199999999,3164.5010999999995,8782.3833,609.73632,2678.47286,12303.581400000003
OTROS DERIVADOS SIN LACTOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAN,3486480.252,554538.196,80685.64457,78954.18280000001,379941.84660000005,95921.50503999999,627056.6656000001,387617.17539999995,145976.6536,72991.69474,214440.60220000005,271336.8978,101042.09585000001,48475.039509999995,199138.33920000002,25096.346948,62137.023479999996,141130.19840000002
PAN FRESCO/CONGELADO,2720937.9200000004,420890.88000000006,61745.69,61830.872,295750.334,75086.834,502147.00999999995,275040.843,115797.307,55830.439,179888.517,233261.145,84195.954,37876.101599999995,161131.26899999997,20194.370499999997,52586.319,87683.882
PAN RESCO/CONG.GRAN,1852991.6,281505.72000000003,43453.899,36882.744999999995,179603.81,47007.812000000005,347923.25999999995,166309.87999999998,85016.238,37064.224,142171.47699999998,177573.86,62357.379,28050.927000000003,104094.00899999999,16028.020900000001,41575.142,56373.030999999995
PAN RESCO/CONG.ENV.,867946.3200000001,139385.16,18291.790999999997,24948.127,116146.52399999999,28079.022000000004,154223.75,108730.96299999997,30781.069000000003,18766.215000000004,37717.04,55687.285,21838.575000000004,9825.1746,57037.259999999995,4166.3496000000005,11011.177,31310.851000000002
PAN FRESCO INTEGRAL,217651.00999999998,31928.407,4046.5380999999993,7751.3012,28753.746000000006,6184.814700000001,50502.56599999999,20683.898,7778.057000000001,3207.1985,8785.2174,17260.028,3585.5571,1649.1847899999996,9452.3181,1885.53965,4406.3333,9790.3062
PAN FRESCO NORMAL,2503286.7,388962.48000000004,57699.15499999999,54079.571,266996.57,68902.02100000001,451644.46,254356.96000000005,108019.24300000002,52623.244000000006,171103.29,216001.12999999998,80610.39600000001,36226.918,151678.94,18308.833,48179.984000000004,77893.579
PAN FRESCO SIN SAL,1207.6381999999999,303.07931499999995,32.163795,4.95126,304.558358,14.656505,51.07021399999999,95.93216999999999,10.22051,1.5671030000000001,80.46047100000001,0.402592,39.63411,1.434824,24.62177,0.0,115.63317300000001,127.251949
PAN INDUSTRIAL,765542.3319999999,133647.316,18939.954569999998,17123.3108,84191.5126,20834.67104,124909.65559999998,112576.3324,30179.346599999993,17161.25574,34552.085199999994,38075.7528,16846.14185,10598.937910000002,38007.070199999995,4901.976447999999,9550.70448,53446.3164
PAN INDUSTRIAL FRES,434519.308,67613.39429999999,10692.029569999999,10015.299,40065.2011,11813.15124,66505.4011,68712.0848,18283.2591,10292.98317,21135.3754,24784.866599999998,10272.976850000001,6581.61104,22688.158399999997,2919.5249280000003,5700.296510000001,36443.7075
PAN IND.F.INTEGRAL,62620.945,9348.990300000001,1935.96987,1849.1653,4965.673500000001,1431.3792400000002,6203.0102,11166.492000000002,1609.3217000000002,764.05687,3634.7254000000003,4060.0551,1966.75255,478.37084,3893.1234,344.527248,1297.79469,7671.5339
PAN IND.F.NORMAL,279887.56,41428.653000000006,6659.9838,5847.3786,26321.187000000005,7439.3012,48144.21399999999,41763.533,12074.7274,7349.4786,13739.4233,16407.05,6594.9901,4299.968800000001,15369.023399999998,1994.00427,3127.3538000000003,21327.306
PAN IND.F.S/CORTEZ,92010.803,16835.751,2096.0759000000003,2318.7551,8778.3406,2942.4707999999996,12158.176900000002,15782.0598,4599.21,2179.4477,3761.2266999999997,4317.7615000000005,1711.2341999999999,1803.2714,3426.0116,580.99341,1275.1480199999999,7444.867599999999
PAN IND.F.ENRIQUEC,192996.91000000003,29807.89,4597.5168,5184.1816,18723.147999999997,4854.780000000001,30863.928999999996,31730.775999999998,7673.1082,4212.6606,9800.4197,10396.5334,4189.453100000001,2389.6844,10272.496000000001,1164.3236800000004,3112.6515,14023.361299999999
PAN INDUSTRIAL SECO,331023.024,66033.9217,8247.925000000001,7108.011799999999,44126.3115,9021.519800000002,58404.2545,43864.2476,11896.0875,6868.27257,13416.709799999997,13290.886199999999,6573.165,4017.32687,15318.911799999998,1982.45152,3850.4079699999998,17002.6089
PAN IND.S.INTEGRAL,69467.60400000002,13162.6967,2341.9542,1636.4345000000003,6113.2955,1569.7159,12656.7565,9719.7476,2444.2821999999996,1289.69657,3049.5325999999995,3203.9285999999997,1942.7069,964.1503700000002,3983.4906000000005,365.29382,906.6432699999999,4117.2738
PAN IND.S.NORMAL,261555.41999999998,52871.225000000006,5905.9708,5471.577299999999,38013.016,7451.8039,45747.49800000001,34144.5,9451.8053,5578.576,10367.1772,10086.957600000002,4630.4581,3053.1764999999996,11335.4212,1617.1577,2943.7646999999997,12885.3351
BOLL.PAST.GALLET.CERE,2835463.701161,494951.96301899996,73132.297688,78756.538607,294316.553241,86377.638613,431412.199119,403340.999854,123797.58430399999,54395.881883,150248.676759,194311.10754400003,72600.88178299999,37460.80031,146296.697952,16435.456598,42919.72928300001,134708.79344600003
BOLLERIA/PASTELERIA,1353801.3199999998,238349.85000000003,34294.5573,37004.9803,154055.24100000004,43596.121999999996,209736.72100000002,196167.87000000002,60945.208999999995,25031.839300000003,71966.543,86656.065,30496.3519,15462.224100000001,65870.8466,7599.2153,19689.5157,56878.2155
BOLL./PAST.ENVASADA,918441.8400000001,158479.40000000002,24884.072,22274.004,99053.084,23969.660999999996,144171.85,136557.69,41457.05000000001,18434.958,47488.60999999999,60771.638,19369.532,11969.562799999998,51181.282999999996,5110.9414,14081.71,39186.836
O.PASTEL/TARTA ENV,28537.574,6368.1956,661.10453,613.164009,2395.64381,502.6988140000001,4295.0863,4013.4212000000007,802.665432,304.33429,1074.8949300000002,3078.6775,338.0698459999999,292.462478,1994.81298,88.93089799999998,202.65411000000003,1510.7561100000003
BOLL./PAST.GRANEL,435359.4799999999,79870.45000000001,9410.4853,14730.9763,55002.157,19626.461,65564.871,59610.18000000001,19488.159000000003,6596.881299999999,24477.932999999997,25884.427000000003,11126.819900000002,3492.6612999999998,14689.5636,2488.2739,5607.8057,17691.379499999995
O.PASTEL/TARTA GRA,26676.752999999997,5030.50592,1084.5964319999998,240.55038000000002,2832.22001,960.190998,3146.4733,4368.8643,625.479542,498.47101,1638.1697199999999,2588.89444,275.4571900000001,0.0,901.12284,69.38098,654.185546,1762.190329
GALLETAS,866712.487,139804.99462,23425.915175999995,25954.539271999998,82483.14390000001,23415.229061,123433.85247999997,114719.80073999999,42013.590734,19238.669826000005,46749.206680999996,68383.333064,23801.576063,14586.318743,51027.25291,5315.789175000001,13850.94512,48508.356960000005
GALLETAS ENVASADAS,859260.471,138666.554,23238.558489999996,25673.210740000002,81311.5544,23327.275800000003,122245.99660000003,113409.7333,41618.69292,19014.51321,46298.826180000004,68048.11009999999,23675.56661,14502.503060000001,50732.68407999999,5250.0883779999995,13805.30633,48441.324400000005
GALLETAS SALADAS,43268.25099999999,7574.904,858.33049,1461.0047400000003,6080.676400000001,1441.9097999999997,5207.1916,6127.0663,1230.1849200000001,613.56421,1481.82218,2744.5050999999994,974.56061,498.34616,1820.7000799999998,151.285378,525.69593,4476.501400000001
GALLETAS DULCES,815992.2200000001,131091.65,22380.228,24212.206,75230.878,21885.365999999995,117038.80500000001,107282.66699999999,40388.507999999994,18400.948999999997,44817.004,65303.604999999996,22701.005999999998,14004.156900000002,48911.98399999999,5098.803,13279.6104,43964.823
DIETETICAS,40355.877,7346.2949,895.71051,1174.7484100000001,4241.415099999999,910.4862099999998,5789.581799999999,5347.8903,1358.4520699999998,687.06039,1983.3847999999998,3187.5837999999994,1167.41569,378.21136399999995,3069.5320999999994,167.42921999999996,829.142729,1821.5356000000002
GALLETAS GRANEL,7452.0160000000005,1138.4406199999996,187.35668600000002,281.328532,1171.5895000000003,87.953261,1187.8558799999998,1310.0674400000003,394.89781400000004,224.156616,450.38050100000004,335.22296400000005,126.00945300000002,83.815683,294.56883,65.700797,45.63879,67.03256
CEREALES,283059.02,50660.422,6721.364100000001,8169.832799999999,30672.069,9872.6293,40941.740999999995,45124.922,9476.8581,4370.7626,13335.132,18894.457000000002,5123.180399999999,3607.1795999999995,13000.985400000001,1422.5201299999999,4320.4836000000005,17344.488999999998
CEREALES DESAY.ENV.,283059.02,50660.422,6721.364100000001,8169.832799999999,30672.069,9872.6293,40941.740999999995,45124.922,9476.8581,4370.7626,13335.132,18894.457000000002,5123.180399999999,3607.1795999999995,13000.985400000001,1422.5201299999999,4320.4836000000005,17344.488999999998
CON FIBRA,72186.777,12651.3897,1351.18794,2333.5182999999997,7072.7561000000005,2199.94823,9990.5033,12453.218499999999,2659.2924000000003,809.25487,4155.0133,4465.2092999999995,1059.0570400000001,1310.8215400000001,2861.5411000000004,472.73416999999995,902.4260800000001,5438.9043
PRODUCTOS NAVIDEÑOS,331890.874161,66136.69639900001,8690.461112,7627.186235000001,27106.099341,9493.658252,57299.884639,47328.407114,11361.92647,5754.610156999999,18197.795078,20377.252480000003,13179.77342,3805.077867,16397.613041999997,2097.931993,5058.784863000001,11977.731985999999
MANTECADOS/POLVORON,58200.193220999994,9998.77901,741.477533,1678.40245,4486.43129,842.59378,12516.917553,9451.08206,2213.968767,1351.371763,2315.387578,2858.044364,2324.35729,569.500895,3278.5674,230.707491,791.7647099999999,2550.843739
MAZAPANES,14193.80174,1384.7650589999998,452.742144,208.20695,719.5795049999999,286.90169000000003,3173.4938,2698.1106999999997,637.970843,225.915094,955.1864380000001,695.64873,723.911508,139.17714999999998,1108.211534,274.589496,436.11674,73.275301
PRD.NAVIDEÑO TURRON,113666.92180000001,28889.360529999998,3942.107404,3031.704313,9882.916526,2851.1507730000003,13712.808886,13123.706333999999,3406.3833700000005,1596.16317,6259.368281999999,8988.963006,4664.20431,1187.747149,5117.12075,943.087696,1924.7663499999999,4145.375777
OTROS PRD.NAVIDEÑOS,145829.9574,25863.7918,3554.134031,2708.872522,12017.172020000002,5513.012009,27896.6644,22055.50802,5103.6034899999995,2581.16013,8667.852780000001,7834.596380000001,5467.300311999999,1908.652673,6893.713358,649.5473099999999,1906.137063,5208.237169
CHOCOLATES/CACAOS/SUC,1189549.14656,193255.53931700002,36964.527686,29178.37529,107829.034332,35905.803739,194235.92779400002,144950.90859599996,45128.377833,25303.793632999997,63460.70792,94638.464857,34780.190551,17043.239632999997,74811.878447,7602.325269999999,19199.808775999998,65260.304625
CHOCOLATES,479754.24656,83492.739317,15610.697685999998,11172.76919,41819.618332000005,13147.747739,73604.70979400001,58905.932596,15655.631833,9811.390333000001,24566.212919999998,38071.702857,16620.600551,6958.250233000001,35489.025447,3710.7834700000003,8951.687275999999,22164.763625
CHOCOLATE TABLETAS,401261.14999999997,66512.269,12433.9516,9176.959200000001,35399.1682,10979.7903,61877.527,49242.68979999999,13415.3927,8490.103599999999,20809.172499999997,30631.8392,13302.922400000001,6337.573909999999,32040.9449,3350.8509500000005,7462.73508,19797.274600000004
CHOC.TAB.CON LECHE,182066.90000000002,24003.501,5517.4997,4067.1728999999996,12988.7892,5083.8219,31130.922000000002,18008.269800000002,7366.801299999999,4374.6611,10410.9656,17899.241,7938.614799999999,3293.4553,13654.656900000004,1481.9158499999999,3011.00408,11835.611399999998
CHOC.TAB.SIN LECHE,219194.25,42508.768000000004,6916.4519,5109.7863,22410.379,5895.968400000001,30746.604999999996,31234.420000000002,6048.591399999999,4115.442499999999,10398.206900000001,12732.5982,5364.3076,3044.1186100000004,18386.288,1868.9350999999997,4451.731,7961.663200000001
CHOC.TAB.C.ALMENDR,79168.46900000001,9959.495299999999,1989.0115799999999,1757.61633,7528.100600000002,2691.93615,14478.849699999999,10213.129100000002,2493.50879,1533.18976,4632.7811,6452.095900000001,3713.0183,1078.6009800000002,4489.269200000001,635.83671,825.504424,4696.5237
CHOC.TABLETA OTROS,322092.67999999993,56552.77,10444.9411,7419.342899999999,27871.067000000003,8287.8537,47398.67600000001,39029.56,10921.8848,6956.9138,16176.393,24179.738,9589.904200000003,5258.9728,27551.676000000003,2715.0140999999994,6637.231099999999,15100.7519
TURRON DE CHOCOLATE,78493.09656,16980.470317,3176.746086,1995.8099899999997,6420.450132,2167.957439,11727.182794,9663.242796,2240.239133,1321.286733,3757.04042,7439.863657,3317.678151,620.676323,3448.080547,359.93252000000007,1488.9521960000002,2367.489025
O.PROD.CHOC./CACAO,709794.8999999999,109762.8,21353.829999999998,18005.606099999997,66009.416,22758.055999999997,120631.21800000001,86044.976,29472.746,15492.4033,38894.494999999995,56566.762,18159.59,10084.9894,39322.852999999996,3891.5418,10248.1215,43095.541
BOMBONES,177909.18099999998,33881.4562,6299.925500000001,4304.133519999999,13520.6891,4208.13486,27717.136599999998,26563.5222,5089.22031,3661.85012,9600.3254,13622.599499999998,4783.1936,2083.38736,10984.33928,930.211812,3575.53272,7083.515700000001
SNACKS CHOCOLATE,163426.14,24208.726,5171.1573,4072.3588999999997,15547.480699999998,4587.4114,31296.923000000003,17208.573200000003,6152.7955,2605.4976,7044.346600000001,13581.193500000003,4530.6604,2917.07816,7502.354900000001,817.6005599999999,1792.02648,14389.9661
CACAO SOLUBLE,234719.04,26163.309999999998,6038.1693000000005,5692.123300000001,21745.796,8242.8307,42560.490000000005,29423.701,11561.7291,7115.020800000001,15645.979200000002,20847.945,5948.855100000001,3138.5854999999997,14068.915199999998,1338.1191599999997,2627.8954,12559.6026
NORMAL,206594.61,22463.533,5347.3961,4603.4125,19011.099000000002,7566.0154,38033.123999999996,26021.231,10527.6211,6434.2182,14479.951599999999,18001.707,5214.5331,2814.829,12402.001,1120.76353,2105.3776000000003,10447.8007
LIGHT,28124.454,3699.7796,690.773224,1088.7109999999998,2734.6946000000003,676.81478,4527.3655,3402.469699999999,1034.10798,680.8029600000001,1166.0292299999999,2846.2373,734.322098,323.7564699999999,1666.9142800000002,217.355655,522.51765,2111.80177
CREMA CACAO UNTAR,105084.339,21148.399,3074.1724999999997,3151.1991999999996,10953.703499999998,3974.8538,15317.815600000002,8467.927300000001,4802.6302,1730.3265700000004,5253.272899999999,7030.0824,2359.9789,1622.80854,5334.565,581.2134599999999,1984.1017200000001,8297.2898
ARROZ,299059.79,57599.666,7665.644799999999,9836.929,37716.344,9650.5197,50653.795999999995,40896.123999999996,10792.677900000002,5703.383799999999,12320.0118,14468.519999999997,6025.2295,3055.4472,13241.3611,1410.52592,3072.8665,14950.748
LARGO,27789.610999999997,4005.3512000000005,700.75286,843.66941,2378.72382,1487.0930199999998,3513.6319999999996,4562.4845000000005,589.68961,301.023485,1014.0359400000002,1732.19286,530.8983999999999,291.15482,1388.5510000000002,103.299357,473.32052999999996,3873.7369000000003
NORMAL,91474.17499999999,15771.592999999999,2234.9606,3244.4709999999995,16073.984999999999,3037.9323999999997,15617.001999999999,10559.579800000001,4137.2828,1937.0419,4912.1673,4238.8221,2288.1316,1040.92245,3538.4827,505.10431,1148.3329700000002,1188.36369
VAPORIZADO,17647.133,1305.35015,416.99272999999994,250.54466999999997,532.34923,208.97479400000003,4056.2261,2059.35612,779.6250299999999,506.76005999999995,823.38502,1795.846,627.2158300000001,430.375535,848.9159900000001,154.65916399999998,17.187571,2833.3677
