ventas(miles €),CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
TORTILLAS REFRIGERADTORTILLAS REFRIGE.SG,12754.8249,2680.0658000000003,1571.3617499999998,5392.3392,1746.36114,15240.337,12239.1256,2345.6232,1330.49318,3307.7257999999997,1188.7465300000001,1075.8138600000002,915.2814199999999,2259.9412999999995,430.48536,1294.34621,3203.1428
