POBLACION < 2000 HABIT.,POBLACION 2000 A 10000,POBLACION 10001 A 100000,POBLACION  100001 A 500000,POBLACION  > DE 500000
1349.54112,5232.904799999999,17135.2118,11609.441900000002,8244.5257
