JOVENES INDEPENDIENTES,PAREJ.JOVENES SIN HIJOS,PAREJ.CON HIJOS PEQUEÑOS,PAREJ.CON HIJOS EDAD MEDIA,PAREJ.CON HIJOS MAYORES,HOGARES MONOPARENTALES,PAREJAS ADULTAS SIN HIJOS,ADULTOS INDEPENDIENTES,RETIRADOS
2043.1643400000003,3236.0547799999995,5571.186699999999,9692.906899999998,4170.8215,3468.7493999999997,4524.8559,4286.723419999999,6577.1628
