ventas(miles €),CATALUÑA,ARAGÓN,ILLES BALEARS,COMUNITAT VALENCIANA,REGIÓN DE MURCIA,ANDALUCÍA,COMUNIDAD DE MADRID,CASTILLA - LA MANCHA,EXTREMADURA,CASTILLA Y LEÓN,GALICIA,PRINCIPADO DE ASTURIAS,CANTABRIA,PAIS VASCO,LA RIOJA,C. FORAL DE NAVARRA,CANARIAS
TORTILLAS REFRIGERADTORTILLAS REFRIGE.SG,24785.3368,5897.3986,3089.12619,11334.515499999998,3376.63014,28513.931299999997,23640.259399999995,6014.007,3541.3682,8776.0117,3659.49205,2569.46837,1700.3783999999998,8525.841499999999,1078.99886,1764.7044499999997,5005.286599999999
